# wavenumber (k), Specular Transmittance [-]
198.87262000,  0.00248000
199.11367000,  0.00297000
199.35473000,  0.00345000
199.59579000,  0.00372000
199.83685000,  0.00377000
200.07791000,  0.00372000
200.31896000,  0.00363000
200.56002000,  0.00356000
200.80108000,  0.00354000
201.04214000,  0.00355000
201.28319000,  0.00360000
201.52425000,  0.00365000
201.76531000,  0.00363000
202.00637000,  0.00355000
202.24743000,  0.00339000
202.48848000,  0.00317000
202.72954000,  0.00290000
202.97060000,  0.00262000
203.21166000,  0.00242000
203.45271000,  0.00233000
203.69377000,  0.00230000
203.93483000,  0.00228000
204.17589000,  0.00225000
204.41694000,  0.00227000
204.65800000,  0.00239000
204.89906000,  0.00259000
205.14012000,  0.00273000
205.38118000,  0.00271000
205.62223000,  0.00252000
205.86329000,  0.00232000
206.10435000,  0.00230000
206.34541000,  0.00254000
206.58646000,  0.00296000
206.82752000,  0.00338000
207.06858000,  0.00365000
207.30964000,  0.00378000
207.55070000,  0.00384000
207.79175000,  0.00390000
208.03281000,  0.00392000
208.27387000,  0.00387000
208.51493000,  0.00376000
208.75598000,  0.00375000
208.99704000,  0.00395000
209.23810000,  0.00433000
209.47916000,  0.00468000
209.72021000,  0.00479000
209.96127000,  0.00456000
210.20233000,  0.00409000
210.44339000,  0.00352000
210.68445000,  0.00299000
210.92550000,  0.00256000
211.16656000,  0.00233000
211.40762000,  0.00232000
211.64868000,  0.00254000
211.88973000,  0.00291000
212.13079000,  0.00331000
212.37185000,  0.00356000
212.61291000,  0.00370000
212.85396000,  0.00374000
213.09502000,  0.00370000
213.33608000,  0.00359000
213.57714000,  0.00340000
213.81820000,  0.00315000
214.05925000,  0.00287000
214.30031000,  0.00256000
214.54137000,  0.00239000
214.78243000,  0.00237000
215.02348000,  0.00243000
215.26454000,  0.00249000
215.50560000,  0.00256000
215.74666000,  0.00273000
215.98772000,  0.00307000
216.22877000,  0.00346000
216.46983000,  0.00377000
216.71089000,  0.00383000
216.95195000,  0.00359000
217.19300000,  0.00319000
217.43406000,  0.00286000
217.67512000,  0.00278000
217.91618000,  0.00301000
218.15723000,  0.00341000
218.39829000,  0.00375000
218.63935000,  0.00383000
218.88041000,  0.00361000
219.12147000,  0.00315000
219.36252000,  0.00265000
219.60358000,  0.00231000
219.84464000,  0.00220000
220.08570000,  0.00227000
220.32675000,  0.00253000
220.56781000,  0.00284000
220.80887000,  0.00309000
221.04993000,  0.00318000
221.29099000,  0.00308000
221.53204000,  0.00287000
221.77310000,  0.00270000
222.01416000,  0.00268000
222.25522000,  0.00282000
222.49627000,  0.00309000
222.73733000,  0.00339000
222.97839000,  0.00362000
223.21945000,  0.00376000
223.46050000,  0.00379000
223.70156000,  0.00367000
223.94262000,  0.00337000
224.18368000,  0.00296000
224.42474000,  0.00256000
224.66579000,  0.00228000
224.90685000,  0.00216000
225.14791000,  0.00218000
225.38897000,  0.00227000
225.63002000,  0.00238000
225.87108000,  0.00249000
226.11214000,  0.00257000
226.35320000,  0.00257000
226.59425000,  0.00248000
226.83531000,  0.00234000
227.07637000,  0.00234000
227.31743000,  0.00259000
227.55849000,  0.00305000
227.79954000,  0.00352000
228.04060000,  0.00377000
228.28166000,  0.00366000
228.52272000,  0.00328000
228.76377000,  0.00277000
229.00483000,  0.00234000
229.24589000,  0.00210000
229.48695000,  0.00210000
229.72801000,  0.00225000
229.96906000,  0.00248000
230.21012000,  0.00269000
230.45118000,  0.00283000
230.69224000,  0.00291000
230.93329000,  0.00295000
231.17435000,  0.00299000
231.41541000,  0.00304000
231.65647000,  0.00311000
231.89752000,  0.00322000
232.13858000,  0.00333000
232.37964000,  0.00341000
232.62070000,  0.00339000
232.86176000,  0.00326000
233.10281000,  0.00305000
233.34387000,  0.00279000
233.58493000,  0.00253000
233.82599000,  0.00236000
234.06704000,  0.00232000
234.30810000,  0.00241000
234.54916000,  0.00256000
234.79022000,  0.00270000
235.03127000,  0.00279000
